comment_post_id	comment_time	user_id	to_user_id	to_user_name	comment_content	question_post_id
post_5283651	Jan 19, 2010	1170174	1178071	Mcbridemv	Thanks for the info. :-)	post_5260264
post_5274602	Jan 16, 2010	872399	1174848	akira33	You need to talk to a professional to find out why being skinny to the point of being unhealthy is so important to you.    You cannot change your bone structure, just can't be done.    Something is wrong for all your happiness to be dependent on being "super skinny," and this is a problem you need to address.    In trying to achieve this look, you can die, so please find out why this is so important to you, and work on that..	post_5272513
post_5267966	Jan 14, 2010	744144	None	None	Marnita, I am so sorry that you are going through this.Why did he say a 15% chance? was it from your blood work?I posted a pretty long post just now in Mouse's question, if you would like to read it about my experience with a "threat of Down's"In my situation, my daughter also had a heart defect, so they told me I HAD to have the amnio, because the drs would have to medically treat her after birth differently if she did have Downs.If they did not say that, I was not going to have the amnio because I had no intentions on aborting and it hurts really bad and is also dangerous itself.do you have an ob/gyn? if not, try your local health department. I know people that went there w/o insurance. you need more answers than what they have given youI hope it all works out for you	post_5240503
post_5266728	Jan 14, 2010	872399	1171778	Mouse301	It's common for a CPS to be found during this term of pregnancy, as well as the cardiac focus.    They both normally disappear by your third trimester. The chances of the baby having Downes is 1% or less.	post_5264405
post_5267929	Jan 14, 2010	744144	None	None	during my 20 week sonogram, they found a major heart defect with my daughter....at first, they told me "we can't see the heart" and sent me to a high risk ob/gyn. he confirmed the diagnosis and also said that she had a 75% chance of having Down's syndrome and was even suggesting terminating the pregnancy.I will never question any one else's personal beliefs or choices; I just know for me that even if she were to have Down's, I was not going to terminate the pregnancy.Well...after three long, agonizing days...the results came back negative for Down's Syndrome.Her heart defect was partially healed on its own before she was born, so she did require open heart surgery, but it was no where as serious as they first thought it to be.Now she's almost four and is healthy and the biggest joy of my life!another quick story about radiology tests...my then 16 year old daughter was having a routine echocardiogram (she has a very mild valve problem) and the dr could not find the origin of her coronary artery...which he thoght meant that there was an anomoly of the arteries...This is very dangerous and very rare....people that have this condition often die from "sudden death"...well, after almost a week of being terrified that she was going to drop dead at any minute, we got an MRI of her heart, which showed that her arteries were just fine....it was just that her valve was a little rotated, which naturally caused the artery which connects to the valve to not "show up" at the "right" place on the echo.So, please...try not to worry yourself too much until you get further tests. they are often wrong....as my two girls showed me.I hope all goes well for you..if a repeat sono does show ANY type of cardiac issue, I would insist on seeing a fetal cardiologist to be on the safe side.take care	post_5264405
post_5218465	Dec 30, 2009	872399	1152904	lyn59	Colon cleansers are never necessary except when having a colonoscopy.    Stay away from herbal and so called "natural" products.    They are not regulated like medications are, and have many serious side effects.    I would never encourage anyone to do a colon cleanse, and especially an herbal or natural.	post_5214331
post_5223691	Jan 01, 2010	1152904	872399	mammo	What effect would taking it specifically with having a factor five disorders?thanks	post_5214331
post_5226704	Jan 02, 2010	872399	1152904	lyn59	I would ask your doctor about this.	post_5214331
post_5226696	Jan 02, 2010	872399	967185	TORAHLAPAN	Is your son's abdomen swollen?    Stretch marks are from stretching of the skin.    My grandson had this and he had a tumor in his stomach.    He needs to see a gastroenterologist.	post_5225960
post_5179562	Dec 16, 2009	1042487	1139973	sierra651	Hello there,There are several conditions that will lead to a genetic disorder, the most common is a mutation in your genetic code that will cause one or more genes to mutate. The mutation can lead to a missing gene or multiple genes or mutation in the mitochondria.Chromosome mutations are classed like this:X-linked dominant: X-linked dominant disorders are caused by mutations in genes on the X chromosome. Only a few disorders have this inheritance pattern, with a prime example being X-linked hypophosphatemic rickets. Males and females are both affected in these disorders, with males typically being more severely affected than females.X-linked recessive: X-linked recessive disorders are also caused by mutations in genes on the X chromosome. Males are more frequently affected than females, and the chance of passing on the disorder differs between men and women. The sons of a man with an X-linked recessive disorder will not be affected, and his daughters will carry one copy of the mutated gene. A woman who is a carrier of an X-linked recessive disorder (XRXr) has a 50% chance of having sons who are affected and a 50% chance of having daughters who carry one copy of the mutated gene and are therefore carriers.Y-linked: Y-linked disorders are caused by mutations on the Y chromosome. Because males inherit a Y chromosome from their fathers, every son of an affected father will be affected. Because females inherit an X chromosome from their fathers, female offspring of affected fathers are never affected.There is currently no cure to genetic disorders but we are now entering into something called genetic engineering so we can apply direct modification to the organism's genes. Currently we are testing on animals and there are still ethical issues to the use of genetic engineering and research to be done until we can apply it to humans.There are more than 1000 genetic disorders. The most common multifactorial and polygenic ( effects of multiple genes in combination with lifestyle and environmental factors ) disorder is asthma. Cystic Fibrosis is another example of a genetic disease.	post_5178111
post_5177365	Dec 15, 2009	872399	1137968	priya784	When twins develop from one egg splitting, for different reasons the egg doesn't split totally, leaving the embryos attached at some point.	post_5172198
post_5177353	Dec 15, 2009	872399	1133264	marinemom65	You can have genetic testing done to determine if they are sisters.    They may be sisters, but have different fathers. As for what determines their personalities, I feel it's both. But a lot depends on the age you get them.    I have a friend who adopted a little girl, and the parents endured much therapy with her and issues. She was well into her 30's before she finally got her life somewhat straightened out.    Another friend was raising her 3 kids and her niece's mother was into drugs so badly that they adopted her little girl who was 3 at the time.    A lot of damage can be done by this age. They also endured a lot of therapy thru the years, and today this little girl is grown.    She had a baby which her half sister is raising because just like her mother, she lives in the streets of downtown strung out on drugs.    Their 3 other children went on to do very well, and are upstanding adults.    I'm sure it's not this way in every case, but it was interesting.    I can understand your concerns.    My childrens father died when they were very young, yet my oldest had so many of his actions, which surprised me because he had no way to see how he acted.    My youngest son has his temper.    I do wish you all the best, adopting these little girls was a wonderful thing for you and them.	post_5172822
post_5167863	Dec 12, 2009	872399	1133792	Jenn0316	My neighbor and good friend was told her baby had Downs during her pregnancy.    When he was born he did not have it.    He is a healthy, bright, typical boy.	post_5161209
post_5171959	Dec 13, 2009	1133792	872399	mammo	I had an amnio, it confirmed down's syndrome, that is great that they were wrong regarding your friend, what a blessing.	post_5161209
post_5172837	Dec 14, 2009	1133264	None	jenn0316	I also new someone, they said she was going to have a downs baby. She ended up with a healthy baby girl. If you do end having a child a child with that disabilit, you can love them just as much!! My friend has a downs daughter, she goes to public school, functions pretty normal. They have always treated her just like any other kid. She will always have disabilities, but she is a happy child.	post_5161209
post_5176297	Dec 15, 2009	872399	1133792	Jenn0316	I also have a friend with a son that has Downs, and he does very well.    Everyone I talk to say these children are such a joy.	post_5161209
post_5101351	Nov 20, 2009	872399	1112487	mikra	Asperger's is considered a genetic defect even though the defective gene has not been located, and tends to run in families.    I have a genetic condition in my family and know that your best resource for this is to meet with a geneticist.    They can answer any and all questions you may have.	post_5092578
post_5147645	Dec 05, 2009	987762	1112487	mikra	Asperger's and Autism are thought to be genetic, there is research under way that is trying to isolate the gene(s), the research seems to be promising but like everything else nothing is 100% conclusive.Asperger's runs strong in my family but so does gifted, my eldest brother and young son have duel dx of both Asperger and gifted, my youngest brother and daughter have the single dx of Asperger's. My youngest was dx at age 3 with Asperger's but today he wouldn't get the dx because he is missing the core deficits that are required for the dx, he is highly gifted if not exceptionally gifted, and that muddies the dx some what.It might be interesting to note that it is the 2 with only Asperger's, are by societies standards, successful in life, independant and highly respected in their area of expertise, active in their hobbies of interest and overal content and happy.The way I look at Asperger's is simply a different mind set and not necessarily a disabling dx as most would assume it to be. With Autism in the family, any offspring would have a higher lean but not necessarily a garrentee of an Autism dx. Knowing this and being proactive and involved from birth, could and should make a difference to the out come.Food for thought!Cheers........JJ	post_5092578
post_5129868	Nov 30, 2009	872399	1121487	deepss	It's sounds like you just got over-whelmed by everything, plus some people can't handle seeing someone get a shot, etc and this may have bothered you.    It's nothing to worry about, and happens to a lot of people.	post_5122452
post_5136922	Dec 02, 2009	1121487	None	None	mammo, thx a lot for responding , really, but it was weird it felt like the doctor knew how i was feeling and then he asked the warden to get out coz he din wan anyone to faint in there and asked him toi tke me out too along with him and he said, take her out too that he din wan me fainting...its strange...it was like something was up with the shot he gave to her??	post_5122452
post_5140610	Dec 03, 2009	872399	1121487	deepss	This is the protocol if they feel you may faint, because you will distract from the care of the patient, and just basically be in the way.    I have always been asked if I can handle what is happening, but some docs are different.    Trust me, if I felt for one second that the doctor was up to no good...I would tell you!    I'm not very trusting of them, and with good reason!	post_5122452
post_5073622	Nov 12, 2009	872399	1105092	Catie7895	Anytime there is an hereditary condition involved, it is very important that you speak with a geneticist.    He or she can tell you everything on what to expect in your future.    I'm sure things have changed a lot since your mother was preganant with you.    With pregnacy there is a risk for blood clotting, causing miscarriages.    But a lot of women breeze thru their pregnancies with no problems.    Your mom probably had to give herself shots of Heparin which is a blood thinner.    You and your mom should really meet with a geneticist to learn all about this, for you and any children you may have.    I believe you are also not able to take birth control pills with this due to the clotting.    Below is a link to some information on this, and treatment.    You need to read it.problem.http://www.naturalchildbirth.org/natural/resources/prebirth/prebirth35.htm	post_5070498
post_5075378	Nov 13, 2009	1105092	872399	mammo	Thank you very much. I will be sure to read that!	post_5070498
post_5328849	Jan 31, 2010	351246	None	MamaEarth,	HiWelcome to the MedHelp forum!Memory loss can be triggered by sleep disorders. Please consult a sleep specialist to start with. Certain types of epilepsies and seizures too cause short term memory loss along with tiredness or fatigue. Chronic infections too are known to precipitate memory loss. Disorders of the hypothalamus, chronic fatigue syndrome and psychiatric disorders like depression too cause similar symptoms. The possibility of premenopause causing this too will have to be looked into. The enumerated the possibilities should be ruled out one by one. Hope this helps. Take care!	post_5328146
post_8247542	Aug 17, 2012	1530171	1195029	MamaEarth	Hey MamaEarth,.I like the name!It makes me sad to hear about your situation.It must be hard to deal with all this.Look also into TBI or Traumatic Brain Injury.Aphasia ( speech impairment with difficulty expressing and finding the right words), memory loss and other cognitive symptoms are common with TBI,some of them arising later with prolonged or permanent effects.My mom, who passed on in May, suffered from TBI following a nasty accident, involving a drunken driver, about 6 years ago. She developed the same symptoms you are mentioning.Definitely not age related though, if indeed it is TBI.You should have this evaluated, as there are many things that can be done to alleviate the symptoms.I wish you the best and please let me know if you need any details, as I have studied the various aspects of TBI and I also do Therapy dealing with the emotional components of other related conditions as mentioned by Dr. Mathur (depression, CFS, FMS, etc.)NikoPS.Feel free to pm me directly if you wish.Your emotional pain and now your distress may be as great or greater                than your    cognitive issues.You are NOT older at 40! You are still young and you can have many healthy and good years ahead of you. There's a lot that can be done.	post_5328146
post_5736048	May 29, 2010	None	None	None	smoking cannabis also lowers the risk of Alzheimers and can be used to treat it. source-http://en.wikipedia.org/wiki/Medical_cannabis	post_5718652
post_5737592	May 30, 2010	757137	1329873	mikes1992	Didn't know that. Interesting. Obviously vice has a bright side.	post_5718652
post_5741801	May 31, 2010	212161	None	None	yeah but it kills the heart and lungs so i rather take my chance with the other .	post_5718652
post_5760086	Jun 05, 2010	757137	212161	heartfluttersflyawayplz	But suppose someone already had early Alzheimer's. Then it wouldn't matter much, would it?	post_5718652
post_5809564	Jun 18, 2010	1095800	757137	allmymarbles	Another indicator - the lower you are in the birth order, the more likely you are to develop the disease.    For instance, first born, rarely/never - second/third, slight increase in risk, fourth and beyond, huge jump in probability...and if you're eighth, ninth, tenth...about 95% risk.    Maybe this would encourage people to stop having so MANY kids...?	post_5718652
post_5820674	Jun 21, 2010	212161	None	None	wow i never heard of the birth thing, darn am the middle child, of 4	post_5718652
post_5916483	Jul 15, 2010	212161	None	None	what is cannabias	post_5718652
post_6004054	Aug 08, 2010	1236893	757137	allmymarbles	Low vitamin D linked to Alzheimer's and Parkinson's diseaselike most people, you're deficient in the sunshine vitamin, you're also at risk for life-robbing diseases like Parkinson's and Alzheimer's.One new study out of England's University of Exeter found that seniors with the lowest levels of D had a dramatically higher risk of dementia warning signs.Researchers followed 858 seniors for six years, and found that those with less than 25 nanomoles of D per liter of blood were 60 percent more likely to experience general cognitive decline, and 31 percent more likely to start losing their abilities to plan, organize and prioritize.But what's truly bizarre about this new study in the Archives of Internal Medicine is the accompanying editorial, which is straight out of the Dark Ages. In it, Dr. Andrew Grey of the University of Auckland in New Zealand urges people NOT to take a D supplement. He also writes that most people shouldn't even bother to have their D levels measured.I wonder if this guy even bothers reading these journals. Let me help him out here, because a second new study finds that high levels of D can help save you from Parkinson's disease.The study in the Archives of Neurology looked at the D levels of 3,173 Finns between the ages of 50 and 79, and found that those with the most had a 65 percent lower risk of Parkinson's than those with the least.Meanwhile, a new report in Endocrine Today says it's now clear beyond all doubt that vitamin D is needed by the immune, pancreas, cardiovascular, muscle and brain systems.That's in addition to all the other well-established benefits of vitamin D, which can help everything from your bones to your longevity. Low levels of vitamin D have also been linked to diabetes, multiple sclerosis, autism and schizophrenia.Cancer organization endorses the sunAfter decades of telling people to avoid sun exposure, one of Britain's leading cancer charities is getting ready to do a major about-face.London's Independent newspaper has obtained a confidential report being drafted by Cancer Research UK along with a number of other charities, and instead of the usual    about hiding inside, wearing a hat and sleeves, and slathering on sunscreen at all times, it will instead tell people that a little exposure is necessary and healthy."Cancer Research UK's SunSmart campaign encourages people to enjoy the sun safely and avoid exposures that lead to sunburn," the draft reads, according to the newspaper. "However, for most people, sunlight is also the most important source of vitamin D, which is essential for good bone health."The draft even advises people to "get to know their own skin" and understand for themselves how much sun they can take, since it's different for everyone.. I'm sure it will still approve of sunscreen most of the time and still urge people to cover up after a brief period of exposure. A new report in Endocrine Today shows just how bad the situation has become: Half of North America and Western Europe are now deficient in D, and in some regions as many as two-thirds of all people are missing out on this critical hormone. All you need is about 15 minutes out in the sun then put on sunscreen	post_5718652
post_6008630	Aug 09, 2010	1236893	757137	allmymarbles	a new study from Sweden shows that adding just one powerful antioxidant to your regimen may cut your Alzheimer's risk by more than half.Unravelling the mystery of Alzheimer's diseaseThe overt signs of Alzheimer's disease don't usually appear until after the age of 60. But we now know that damage to the brain begins much earlier, often up to 20 years earlier.The disease begins when abnormal bits of protein called plaques and tangles begin to form in the brain. As a result, a person with Alzheimer's appears more forgetful or has trouble completing complex tasks, like handling money or paying bills.As the plaques and tangles take root, more healthy neurons in the brain begin to die. Eventually, the carnage spreads to the hippocampus, an area of the brain responsible for building and storing memories. By the final stages, damage is so widespread that even basic functions -- such as speaking or swallowing -- become impossible.Unfortunately, the top three Alzheimer's drugs on the market haven't been proven to slow the progression of this disease one iota. Not one iota!In fact, one independent study in the UK showed that patients taking the drug Aricept had virtually the same timeline for decline as patients taking a placebo (42% taking Aricept ended up in an institution after 3 years, versus 44% taking the placebo).Seniors cut Alzheimer's risk by up to 54 percentScientists from Sweden began their study with a hunch...a hunch that a powerful antioxidant could protect the brain against Alzheimer's disease.The scientists recruited 232 patients over the age of 80 with no signs of dementia or Alzheimer's disease. They took samples of the patients' blood to check for vitamin E, an antioxidant typically associated with supporting the heart and immune system.Then, the scientists checked back in with their patients six years later. During that time, 57 of them developed Alzheimer's. But the patients who had plenty of vitamin E in their blood at the outset of the study had a clear advantage. In fact, these patients had a 54 percent lower risk of developing Alzheimer's. That's right. One simple vitamin cut their risk by more than half!So exactly how does vitamin E protect the brain?Well, scientists have no definitive answer. But generally, they think that it simply helps to gobble up free radicals that contribute to nerve damage in the brain. It also seems to play a role in preventing oxidative stress.Oxidative stress is bad, no matter where it happens in the body. But in the brain, it can lead to the build-up of protein. And as you'll recall, protein in the hippocampus causes the early, overt signs of Alzheimer's disease. The person becomes more forgetful or has trouble handling money or paying bills.The good news, it seems that good 'ole E seems to help prevent all this.Vitamin E: More than just the sum of its partsWith all the positive effects it has on your overall health and well-being, there's never been a better time to add vitamin E to your regimen. As this study showed, even men and women in their 80s benefited from this powerful antioxidant.Just remember, there are eight different naturally occurring forms of vitamin E. They all play a different role in the body. In fact, the participants in the study who garnered the most protection against AD had all eight forms of the in their blood. So if Alzheimer's is a concern of yours, make sure to look for an all-natural gel cap that contains all eight fractions of vitamin E.By Dr. Allan Spreen	post_5718652
post_5932185	Jul 20, 2010	704281	193490	Yvette BG	Thank you for sharing your situation and the challenges you are facing.    It is hard to know what exactly to say, because people are different and what works for one may not work for another.May I ask if it is your cousin who bothers you the most with the questions?    How close are you to this person?I think being honest and admitting you are finding this a challenge and have to juggle various things as well as not having the time/patience to talk about his condition right now.    So much is changing and it is hard on everyone and you are doing your best to deal with it.Can this person be more involved in helping?Setting time limits on the listening part works for some and telling them you need to attend to business.    Doing a round robin type letter whether email or personal to let others know updates is another.It sounds like your Father is pretty independant so designating someone to do the updating role would be hard to do if things are not coordinated with his permission.    In the meantime, maintaining contacts is important, especially if things take a turn for the worse and someone needs to be power of health, etc.I am a firm believer in honesty being the best policy but in a respectful way.If you are frazzled or don't know who, what and where, you should have the freedom to say...I am in the dark, he made plans for such & such and didn't consult me.    You will need to keep trying to reach him if you want to talk with him...etc.Best wishes in handling this and you are right....it isn't easy.    It is downright awkward for some and heart-breaking for many.	post_5886066
post_5937495	Jul 21, 2010	193490	704281	Dazon50	Thank you for making the time to respond to my questions and concerns in such a helpful fashion.My father's cousin, my aunt (my Dad's sister-in-law), and one of my father's long-time friends (lives in N.C.) are the hardest ones to respond to, I find. The cousin and I are not close and only really started talking together every so often on the phone a couple of years ago; I've never met her in person and let's just say, she's odd. I'm closer to my aunt and the friend from N.C. Maybe we can tap into the friend from N.C. for help; that's a good suggestion. He has told me a couple of times that he doesn't think my father should be living down there, but come to think of it, I never asked him if he shared this sentiment with my father. And I will try talking with my aunt further; my uncle died about a year-and-a-half ago and she's been really grieving so I haven't solicited help from her.Thanks again.Take care,Yvette	post_5886066
post_5938634	Jul 21, 2010	704281	193490	Yvette BG	You are very welcome :-)    It is hard to see deterioration and not be able to do a lot until given power of attorney health, etc. to make decisions.    Big thing is being able to be there in some capacity or having someone trustworthy to check in, etc. so that your loved one isn't taken advantage of.Unfortunately there is far too much of that.    So important that family members be on the same page to figure out who does what and how to monitor the changes, etc.In home care agencies they are big on promoting setting things up before getting into the deep situations where the person can no longer make the decisions wisely and then having to go through the competency, etc. determinations.    A lot of us dont' feel ready to cope with all that because of other challenges.    Trustworthy friends can be an important asset and part of the support team.I wish you the best as you work this out and deal with your own feelings too :-)	post_5886066
post_5929071	Jul 19, 2010	704281	1380604	devorah123	You are in my thoughts/prayers as you go through this with your Mother.    It is in God's hands.Please keep us posted.	post_5911103
post_5914041	Jul 15, 2010	193490	378028	k80sg1	I can understand your concern. A couple of questions--How long has this memory loss been going on, that she can't remember having taken a shower? And how long ago did she see a doctor, and what tests if any did they do when she saw him/her?If she hasn't seen a doctor lately, since she seems worse today than she has been in the past, I would call and see if the doctor can see her today.Many different conditions can cause memory problems (including alcohol and/or other drug problems). Even infections like urinary tract infections can cause trouble thinking and remembering, as can nutritional deficiencies. (Is she running a fever and how does she feel and seem otherwise?) Certainly neurological conditions including dementia can cause memory problems.Please keep us posted as to how she's doing.Good luck,Yvette	post_5912553
post_5917370	Jul 16, 2010	378028	None	None	Thanks for the information Yvette, she has never visit the doctor for this problem before as previously the memory loss duration only lasted for several minutes at most and I thought everyone had it once in a while. However this time, it lasted for almost half a day and eventually come back to her senses. We will be bringing her to see the doctor tommorow.	post_5912553
post_5925598	Jul 18, 2010	704281	378028	k80sg1	I just want to back up Yvette's posting as she mentioned some of the main reasons that can be tied to behavioral changes.    The UTI's is one that a lot of people don't realize...which is why when someone is having dementia type behaviors, it is recommended to get a urine specimen to have tested. An elderly person can even have hallucinations with UTI's.Symptoms of Alzheimer's can include forgetting that one has eaten a meal, where someone has been, getting lost while out in the community, putting things in strange places, not appearing to remember having met someone.    It is with increasing frequency these things happen along with mood changes.Seeing the Doctor is an excellent recommendation under the circumstances.    I agree with Yvette in asking you to keep us posted.    We care :-)))	post_5912553
post_5922540	Jul 17, 2010	193490	None	heartfluttersawayplz	My heart goes out to you. Has your mother's doctor talked with your father about her condition, and explained it to him?Do you think your Dad would be willing to read some books or articles about Alzheimer's and dementia?You might want to contact your local Alzheimer's Association. They have a lot of information including books and videos; many have support groups for family members and/or family information series. Our local one has a family support specialist you can talk with on a 1:1 over the phone for advice and support; that might be something your father would be more willing to do than go to a support group. Maybe you could do a 3-way conversation if you have an extension phone.Good luck,Yvette	post_5916477
post_5923227	Jul 17, 2010	704281	212161	heartfluttersflyawayplz	You have a heart-breaking situation.    Yvette BG gave you some good suggestions :-)May I ask who your Mother thinks your Father is?    How far along is she?    It is not uncommon when getting farther along in Alzheimer's to flash back to other times in one's life and some one looking like an old man doesn't fit with a younger man one fell in love with.Also, behaviors not seen before can be very puzzling. Someone who was pleasant becomes combative.    Family members have a difficult time reconciling this person to the one they knew and loved.    So a way of adapting to it is to remember that person when the difficult times come and deal with it.    This happens in my situation daily.    No two days are the same.In your case, could this be your Father's way of dealing with this situation...denial of not being able to handle it?    It must be so hard on him.Some families visit the Alzheimer's unit of facilities to get a better idea of what is down the road and ask questions of how behaviors are dealt with.    Support groups are a good resource also.    Churches sometimes have groups and facilities hold support group meetings and/or hospitals.There are good sites on the internet also.    I receive emails from one that is helpful.http://www.alzheimersweekly.comWishing you the best as you face this difficult challenge	post_5916477
post_5923795	Jul 17, 2010	212161	None	None	thank ya so much for being there for me in this time.     my mom looks likes shes in stage 6 of this bad bad thing, her mom had it as well and has now passed on. my mom is 70 and has had since she was 64 i think. they live with me in my basement so i see all that goes on and i help take care of her. never a dull moment in my house. shes coming up the stairs all day long telling me stuff that never happens.she thinks my dad her husband is her father/ or my dads father. she cries because she say her husband has not been home in days and that makes my dad mad at her. he gets mad when she puts things up he cant find or when she washes clothes with the softner instead of soap powders but she knows no better . i ask her to get me some clothes hangers today , i went into her bedroom and she was looking for them in her jewerly box so sad to see my mom go down like this its breaking my heart.my dad trys to act like its not happening but he needs to face the facts and stop being so hard on her. i know hes od to hes 76 and i know its hard on him like it is on me but hes not helping the matter and its making it really hard on me.i have told him i would go with him to class so we can see what we need to do but he will not go, i have gotton books but he says he does not want to read them, he does not want to know whats next.     he tells me hes going to run away and leave her with me that he cant take it anymore and that his life is over for him. yes i feel sorry for him but i also have my mother to look after to. if i could run away i just might but i love my mom and my dad so i do what i can. i just hope i can hold out and that my hubby sticks with me on this.	post_5916477
post_5924497	Jul 18, 2010	704281	212161	heartfluttersflyawayplz	That is sad.    When I worked at the facility, I had a lady who sometimes thought her dad was coming to pick her up and would get mad & become combative when anyone told her that her Dad wasn't alive.Other days, she was wandering around looking for her dead husband.    It was hard for me at first to "lie" creatively, but that is what the nurses did.    Saying, something like, your dad has an agreement with us to watch you till he comes to get you.    Why don't you go and rest and I will let you know when he arrives.    Her daughter was very saddened by her Mother's aggressiveness as she had never been like that growing up and after.I have heard that said over & over....they were not like that, they would be so embarassed if they knew they were like that.........Re-directing is something most of us do to help in these situations.    If she has a special box filled with things she likes, having her get that out.    There are many things that can be helpful.    Music if there is no hearing loss that prevents being able to hear it.Sounds like your Father is grieving & going through stages.    He has lost her in a sense in this situation.    She is somewhere that he cannot understand nor go, especially if she doesn't recognize him for who he is.    It is easier to say.."snap out of it"....but we know that is impossible.There are glimpses of the person he loves and being there at those moments to share is important.    To keep things on a realistic level, hugging him and telling him that you would be there for him in the same way if this happened to him.Also that others are watching how you treat your Mother and learning from it.    There are many silver linings but it takes some reaching to find them with God's help.Thank you for sharing.    It is ok for you to share your grief and vent here :-)	post_5916477
post_5916490	Jul 15, 2010	704281	1381452	vargagirls	Producing milk when not pregnant is glactorrhea which can happen with a pituitary tumor.You can talk with your doctor for further clarification.    I would definitely be seeking it with what you have mentioned.I wish you the best in seeking better understanding.     I think getting educated on the early stages so as to know how to prepare if you have this confirmed (if you are unsure it is correct, see if your insurance would pay for another referral).    You shouldn't have to face this alone.	post_5914238
post_5918365	Jul 16, 2010	1381452	704281	Dazon50	thank you so much for sending me your thoughts. i do feel "alone" because i just don't want to upset my children if it turns out to be nothing serious. my reg. dr. is nice but i feel i should go to a specialist. do you know what kind of dr. i should look for? my insurance lets me go to whom i choose. once again thank you for being so sweet.	post_5914238
post_5922835	Jul 17, 2010	704281	1381452	vargagirls	Start with your Doctor and ask who he would recommend.    If he doesn't think he is the one to make the determination, he will know/talk over with you who to send you to...Neurologist specialist, Gerontologist, Geriatric psychiatrists, specialists in Alzheimer's disease.Then it wouldn't be so overwhelming as to where to begin with your opening the white/yellow pages.    You can check with local hospitals who have support groups for families with Alzheimer's to find out who they are connected with, checking into local support groups with the Alzheimer's Foundation/Society can also give you more information.http://www.mayoclinic.com/health/alzheimers/AZ00017http://www.alzfdn.org/I am glad you have choices in who you go see :-)    That is good news.    You decide who you want to see after going through with your Doctor who he would recommend :-))	post_5914238
post_5900298	Jul 12, 2010	1375624	1376850	bonni62	Try some low impact exercises for a while. It takes a long time for cartilages to heal. Allow your body to rest and heal. The older we get the more time our bodies need. Does not mean that later when we are better we cannot do the things we like. I agree with your friends, that's why they are called friends they care about you. Don't strain your body do things that don't stress your upper body. Look after yourself. God bless.	post_5898696
post_5885890	Jul 08, 2010	193490	1362875	filters	I think it would be a good idea to contact her doctor, explain what's happening and get an appointment to see him/her. This is a new situation for her and they need to be able to figure out what the next steps are (tests, etc.)Please keep us posted as to what you find out.Best of luck.----Yvette	post_5848301
post_5884850	Jul 07, 2010	684030	1307086	beelzebubba	I empathize.My 88 year old father went through something similar last month. He had open heart surgery (heart valve replacement and 1 bypass) and suffered a minor stoke during the procedure. He's now totally befuddled; has considerable memory loss; and now must adapt to the physical limitations of partial paralysis.It's difficult watching the mental and physical decline... but, the change is even tougherfor my dad as he was so independent before... and, now must depend on the kindnessof others.What I've done is that I've accepted the mental/personality change(s) as a byproduct of both the medical procedure and the aging process... and, I don't personalize it.	post_5883872
post_5822180	Jun 21, 2010	704281	1352045	jacalyndeborah	We cannot diagnose, but perhaps can offer suggestions.    Can you share more about your mother's situation?    Is anyone using any creams on her?    Any meds she may be having a reaction to?    Is she outside at all?    Is she exposed to any chemicals?    Is she peeling?My heart goes out to her & you in trying to help her.    Are you the primary caregiver?	post_5811327
post_5789954	Jun 13, 2010	704281	1340844	pat9116	http://www.alz.org/alzheimers_disease_know_the_10_signs.asphttp://www.ahrq.gov/clinic/alzcons.htmhttp://www.nia.nih.gov/Alzheimers/Publications/adfact.htmhttp://www.wrongdiagnosis.com/a/alzheimers_disease/symptoms.htmThe above are some sites which give information that you can read & see if you think there is a need to proceed further.My current client's wife told me that her husband's first symptoms were forgetting things such as duties to do.    He asked her after driving one day when they had gotten a car with a stick shift.    He is in his 10th yr. now at 88.    I have known others who developed it earlier.	post_5772003
post_5605815	Apr 23, 2010	704281	1286129	tnero	First of all, let me tell you how sorry I am to hear that your Mother fell like that to land her in the hospital.    How terrible.It sounds like you have good care for your Mother and as hard as it is to wait, they want to see how things are when the infection clears up.    Keeping her safe and helping her to be as healthy as possible is very important.You can always seek other opinions if that would help give you more peace.    I know it is hard wishing that we could do so much more than wait.    With behavioral changes, one can feel more distant, especially when there are changes in the routine.I hope & pray your Mother will recover from the infection to be functioning at least as good as she was before the fall.	post_5591150
post_5611575	Apr 25, 2010	1031547	None	None	I am sorry about your mom. I hope she is able to get over this infection soon. it could be the infection that is causing her to do this, or she might have had her Alzheimer's progress. I am only hoping it is the infection,do they feel she might have had a TIA (a mini stroke) My husband's grandmother was in a community care home with the 2nd stage of Alzheimer's and one day I stopped in bringing in our new born and her favorite, a Choc. shake. I noticed she wasn't speaking and she was "pocketting" her food (putting food to the cheek and not swallowing. even showing her how to swallow it didn't help. thenI noticed her hand was tucked in a little and so was her foot.    I was told she moved to the 3rd stage of Alzheimer's . I didn't believe them as I took care of people who suffered from this disease. so I called my MIL and sure enough the doctor said she had a small stroke (TIA)I know it is hard the wait and see, but I wish you guys the best of luckMichelle	post_5591150
post_5537251	Apr 04, 2010	1097658	None	None	Alzheimer is also a genetically heredited    disease. your chances is fifty percent, it is because of the dominant or the recessive gene. I am not sure but there are certain methods of gene sequencing to determine the gene sequence.	post_5514082
